Target Event,Latent Top-5,Domain Top-5,Hybrid Top-5,Key Match ID,Key Match ΔR,Physical Interpretation,Overlap @ 5,RMR @ 5,Avg ΔR @ 5
FL_2022_000348_CRI,"FL_2021_000092_CRI, FL_2004_000120_CRI, FL_2012_000126_PAN, FL_2002_000755_CRI, FL_2008_000232_CRI","FL_2018_000165_CRI, FL_2004_000120_CRI, FL_2002_000755_CRI, FL_1999_000350_CRI, FL_2002_000263_CRI","FL_2021_000092_CRI, FL_2004_000120_CRI, FL_2002_000755_CRI, FL_2012_000126_PAN, FL_2009_000039_CRI",FL_2021_000092_CRI,0.0,Perfect consensus: strong latent-domain regional alignment.,80%,80%,0.2
FL_2020_000128_KEN,"FL_2015_000169_KEN, FF_2012_000062_KEN, FL_2004_000020_KEN, FL_2002_000265_KEN, FL_2009_000218_KEN","FL_2007_000076_KEN, FF_2021_000032_TLS, FF_2012_000062_KEN, FL_2002_000265_KEN, FL_2014_000154_IDN","FL_2015_000169_KEN, FF_2012_000062_KEN, FL_2004_000020_KEN, FL_2002_000265_KEN, FL_2007_000076_KEN",FL_2015_000169_KEN,0.0,Perfect consensus: strong latent-domain regional alignment.,80%,100%,0.8
FL_2021_000005_IDN,"FL_2013_000006_IDN, FL_1999_000349_SLV, FF_2019_000029_IDN, FL_2011_000007_ZAF, FL_2002_000732_IDN","FL_2002_000054_IDN, FF_2006_000069_IDN, FL_2021_000173_IDN, FL_2006_000192_IDN, FF_2009_000069_IDN","FL_2013_000006_IDN, FL_1999_000349_SLV, FF_2019_000029_IDN, FL_2011_000007_ZAF, FL_2002_000732_IDN",FL_2013_000006_IDN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2018_000165_CRI,"FL_2008_000191_CRI, FL_2005_000166_CRI, FL_1999_000350_CRI, FL_2007_000176_CRI, FL_2022_000348_CRI","FL_2008_000232_CRI, FL_2007_000176_CRI, FL_2009_000039_CRI, FL_2022_000348_CRI, FL_2002_000263_CRI","FL_2008_000191_CRI, FL_2005_000166_CRI, FL_1999_000350_CRI, FL_2007_000176_CRI, FL_2022_000348_CRI",FL_2008_000191_CRI,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2018_000425_LKA,"FF_2009_000160_LKA, FL_2020_000237_LKA, FL_2021_000057_LKA, FL_2016_000050_LKA, FL_2014_000162_LKA","FL_2007_000228_LKA, FL_2014_000162_LKA, FL_2016_000050_LKA, FL_2011_000176_LKA, FL_2018_000060_LKA","FF_2009_000160_LKA, FL_2020_000237_LKA, FL_2021_000057_LKA, FL_2016_000050_LKA, FL_2014_000162_LKA",FF_2009_000160_LKA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FF_2020_000240_ZMB,"FL_2009_000242_IRQ, FF_2012_000101_GAB, FL_2013_000023_ZMB, FL_2018_000029_RWA, FL_2015_000153_IRQ","FL_2022_000135_ZMB, FL_1998_000053_ZMB, FL_2013_000023_ZMB, FL_2020_000237_LKA, FF_2007_000091_AFG","FL_2009_000242_IRQ, FF_2012_000101_GAB, FL_2013_000023_ZMB, FL_2018_000029_RWA, FL_2015_000153_IRQ",FL_2009_000242_IRQ,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FF_2018_000158_TUN,"FF_2020_000204_TUN, FF_2007_000185_TUN, FF_2009_000204_TUN, FL_2019_000011_IDN, FL_2005_000194_COL","FF_2007_000185_TUN, FF_2009_000204_TUN, FL_2022_000190_TUN, FL_1999_000428_VNM, FL_2011_000022_AFG","FF_2020_000204_TUN, FF_2007_000185_TUN, FF_2009_000204_TUN, FL_2019_000011_IDN, FL_2005_000194_COL",FF_2020_000204_TUN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2021_000209_MYS,"FF_2006_000049_IDN, FL_2011_000021_MYS, FF_2019_000029_IDN, FL_2007_000025_FJI, FL_2006_000131_BGD","FL_2010_000161_MYS, FL_2007_000222_MYS, FL_2006_000189_MYS, FL_2021_000001_MYS, FF_2008_000227_ETH","FF_2006_000049_IDN, FL_2011_000021_MYS, FF_2019_000029_IDN, FL_2007_000025_FJI, FL_2006_000131_BGD",FF_2006_000049_IDN,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FL_2021_000129_VEN,"FL_2011_000181_VEN, FL_2015_000085_VEN, FL_2010_000240_VEN, FL_1999_000547_VEN, FL_2002_000445_VEN","FL_2000_000735_VEN, FL_2002_000445_VEN, FL_2012_000075_VEN, FL_1999_000547_VEN, FL_2010_000240_VEN","FL_2011_000181_VEN, FL_2015_000085_VEN, FL_2010_000240_VEN, FL_1999_000547_VEN, FL_2002_000445_VEN",FL_2011_000181_VEN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000002_IRN,"FL_2001_000453_IRN, FL_2002_000500_IRN, FL_2001_000375_IRN, FL_2002_000020_IRN, FL_2015_000088_IRN","FL_2001_000375_IRN, FL_1999_000235_IRN, FL_1998_000085_IRN, FF_2020_000006_IRN, FL_2001_000453_IRN","FL_2001_000453_IRN, FL_2001_000375_IRN, FL_2002_000500_IRN, FL_2002_000020_IRN, FL_2015_000088_IRN",FL_2001_000453_IRN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000091_PHL,"FF_2008_000233_PHL, FL_2011_000067_PHL, FL_2000_000038_PHL, FF_2008_000082_PHL, FL_2015_000081_PHL","FF_2009_000201_PHL, FL_2015_000081_PHL, FL_2005_000205_PHL, FL_2006_000085_UKR, FL_1995_000012_PHL","FF_2008_000233_PHL, FL_2011_000067_PHL, FL_2000_000038_PHL, FL_2015_000081_PHL, FF_2008_000082_PHL",FF_2008_000233_PHL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000365_PAN,"FL_2004_000115_PAN, FL_2004_000100_PAN, FL_2010_000119_PAN, FL_2009_000101_PAN, FL_2011_000180_PAN","FL_2022_000379_MYS, FL_2016_000081_GTM, FL_2009_000101_PAN, FL_2013_000101_LAO, FL_2011_000118_GTM","FL_2004_000115_PAN, FL_2004_000100_PAN, FL_2010_000119_PAN, FL_2009_000101_PAN, FL_2009_000240_PAN",FL_2004_000115_PAN,0.0,Perfect consensus: strong latent-domain regional alignment.,80%,100%,0.2
FL_2022_000275_UGA,"FL_2013_000055_UGA, FL_2021_000153_UGA, FL_2008_000175_UGA, FL_1997_000301_UGA, FL_2007_000138_UGA","FL_2020_000132_UGA, FL_2008_000175_UGA, FL_2019_000171_LKA, FL_2013_000055_UGA, FL_2022_000249_CIV","FL_2013_000055_UGA, FL_2021_000153_UGA, FL_2008_000175_UGA, FL_1997_000301_UGA, FL_2007_000138_UGA",FL_2013_000055_UGA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000087_PAK,"FF_2009_000159_PAK, FF_2012_000148_PAK, FL_2022_000254_PAK, FL_2001_000376_PAK, FL_2005_000108_PAK","FL_2009_000139_PAK, FF_2008_000123_PAK, FF_2012_000148_PAK, FL_2001_000376_PAK, FL_2022_000254_PAK","FF_2009_000159_PAK, FF_2012_000148_PAK, FL_2022_000254_PAK, FL_2001_000376_PAK, FL_2005_000108_PAK",FF_2009_000159_PAK,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000207_VEN,"FL_2012_000075_VEN, FL_2015_000085_VEN, FL_1999_000547_VEN, FL_2000_000735_VEN, FL_2002_000445_VEN","FL_2002_000445_VEN, FL_2000_000735_VEN, FL_1999_000547_VEN, FL_2012_000075_VEN, FL_1997_000049_TZA","FL_2012_000075_VEN, FL_2015_000085_VEN, FL_1999_000547_VEN, FL_2000_000735_VEN, FL_2002_000445_VEN",FL_2012_000075_VEN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FF_2021_000032_TLS,"FL_2007_000107_TLS, FL_2011_000180_PAN, FL_2012_000068_DOM, FF_2006_000022_TLS, FL_2004_000115_PAN","FL_2020_000128_KEN, FL_2015_000064_IND, FL_2003_000647_TLS, FL_2016_000019_HTI, FF_2006_000022_TLS","FL_2007_000107_TLS, FL_2011_000180_PAN, FL_2012_000068_DOM, FF_2006_000022_TLS, FL_2004_000115_PAN",FL_2007_000107_TLS,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,40%,0.0
FL_2019_000118_SEN,"FL_2011_000108_SEN, FL_2020_000198_SEN, FL_2015_000105_GIN, FL_2013_000076_PRY, FL_2007_000141_NGA","FL_2009_000164_SEN, FL_2012_000169_SEN, FL_2002_000026_SEN, FL_2012_000050_AFG, FL_2020_000195_CMR","FL_2011_000108_SEN, FL_2020_000198_SEN, FL_2015_000105_GIN, FL_2013_000076_PRY, FL_2007_000141_NGA",FL_2011_000108_SEN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,40%,0.0
FL_2018_000015_BOL,"FL_1997_000022_BOL, FL_2001_000029_BOL, FL_2007_000012_BOL, FL_2003_000621_BOL, FL_2002_000110_BOL","FL_2007_000012_BOL, FL_2010_000008_BOL, FL_2003_000621_BOL, FL_2014_000008_BOL, FL_2001_000029_BOL","FL_1997_000022_BOL, FL_2001_000029_BOL, FL_2007_000012_BOL, FL_2003_000621_BOL, FL_2002_000110_BOL",FL_1997_000022_BOL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000011_IDN,"FL_2001_000407_IDN, FL_2012_000153_IDN, FL_1997_000522_MDA, FF_2012_000102_PHL, FL_2009_000242_IRQ","FL_2020_000132_UGA, FF_2020_000006_IRN, FL_2020_000050_AFG, FL_2013_000045_AFG, FL_1995_000012_PHL","FL_2001_000407_IDN, FL_2012_000153_IDN, FL_1997_000522_MDA, FF_2012_000102_PHL, FL_2009_000242_IRQ",FL_2001_000407_IDN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,40%,0.0
FL_2022_000376_COD,"FL_2015_000164_COD, FL_1999_000531_COD, FL_2022_000265_YEM, FL_2012_000192_COD, FL_2002_000054_IDN","FL_1997_000295_COD, FL_2006_000047_COD, FL_2007_000197_COD, FL_1999_000531_COD, FL_2010_000151_COD","FL_2015_000164_COD, FL_1999_000531_COD, FL_2022_000265_YEM, FL_2012_000192_COD, FL_2002_000054_IDN",FL_2015_000164_COD,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2019_000031_SYR,"FL_2000_000048_BWA, FL_2009_000190_TUR, FL_2020_000198_SEN, FL_2012_000056_PRY, FL_2007_000210_PHL","FL_2013_000095_PHL, FL_2009_000234_PHL, FL_2017_000010_PHL, FL_2019_000022_IRN, ST_2012_000077_CHN","FL_2000_000048_BWA, FL_2009_000190_TUR, FL_2020_000198_SEN, FL_2012_000056_PRY, FL_2007_000210_PHL",FL_2000_000048_BWA,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FF_2022_000274_IRN,"FL_2019_000022_IRN, FL_2001_000180_IRN, FL_1999_000235_IRN, FL_2015_000088_IRN, FL_2001_000375_IRN","FL_2010_000036_CYP, FF_2015_000115_MKD, FL_2022_000002_IRN, FL_2002_000020_IRN, FL_2018_000092_MNG","FL_2019_000022_IRN, FL_2001_000180_IRN, FL_1999_000235_IRN, FL_2015_000088_IRN, FL_2001_000375_IRN",FL_2019_000022_IRN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2018_000060_LKA,"FL_2008_000051_LKA, FL_2003_000229_LKA, FL_1999_000161_LKA, FL_2017_000057_LKA, LS_2015_000135_LKA","FL_1999_000031_LKA, FL_1999_000161_LKA, FL_2014_000070_LKA, FL_2006_000155_LKA, FF_2008_000199_LKA","FL_2008_000051_LKA, FL_1999_000161_LKA, FL_2003_000229_LKA, FL_2017_000057_LKA, LS_2015_000135_LKA",FL_2008_000051_LKA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000158_HTI,"FL_2014_000155_HTI, FL_2012_000191_HTI, FL_2012_000054_HTI, FL_2016_000054_HTI, FL_2011_000156_HTI","FL_2005_000105_HTI, FL_2013_000074_HTI, FL_2015_000037_HTI, FL_2018_000014_ARG, FL_2011_000063_HTI","FL_2014_000155_HTI, FL_2012_000191_HTI, FL_2012_000054_HTI, FL_2016_000054_HTI, FL_2011_000156_HTI",FL_2014_000155_HTI,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000108_MRT,"FL_2022_000265_YEM, FF_2019_000054_YEM, FL_2007_000127_MRT, FL_2022_000287_TCD, FL_2015_000085_VEN","FL_2020_000199_MRT, FL_2009_000170_MRT, FL_2013_000119_MRT, FL_2007_000127_MRT, FL_2022_000286_MRT","FL_2022_000265_YEM, FL_2007_000127_MRT, FF_2019_000054_YEM, FL_2022_000287_TCD, FL_2015_000085_VEN",FL_2022_000265_YEM,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
