Target Event,Latent Top-5,Domain Top-5,Hybrid Top-5,Key Match ID,Key Match ΔR,Physical Interpretation,Overlap @ 5,RMR @ 5,Avg ΔR @ 5
FL_2018_000154_GHA,"FL_2001_000314_GHA, FL_2017_000095_GHA, FL_2022_000305_GIN, FL_2011_000106_GHA, FL_2015_000105_GIN","FL_2001_000314_GHA, FL_2009_000132_GHA, FL_1999_000315_GHA, FL_2013_000041_GHA, FL_2019_000135_GHA","FL_2001_000314_GHA, FL_2017_000095_GHA, FL_2022_000305_GIN, FL_2011_000106_GHA, FL_2015_000105_GIN",FL_2001_000314_GHA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2018_000004_COD,"FL_2006_000047_COD, FL_1998_000213_KGZ, FL_2020_000052_COD, FL_2007_000197_COD, FL_2005_000100_KGZ","FL_2011_000187_COD, FL_2007_000197_COD, ST_2012_000064_COD, FL_1997_000295_COD, FL_2011_000133_MEX","FL_2006_000047_COD, FL_1998_000213_KGZ, FL_2007_000197_COD, FL_2020_000052_COD, FL_2005_000100_KGZ",FL_2006_000047_COD,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FF_2021_000090_SDN,"FL_2010_000139_SDN, FL_2001_000417_SDN, FL_2017_000088_SDN, FL_2011_000120_SDN, FL_2020_000176_SDN","FL_2007_000093_SDN, FL_2003_000368_SDN, FL_1998_000251_SDN, FL_2001_000417_SDN, FL_2014_000098_SDN","FL_2010_000139_SDN, FL_2001_000417_SDN, FL_2017_000088_SDN, FL_2011_000120_SDN, FL_2020_000176_SDN",FL_2010_000139_SDN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FF_2020_000204_TUN,"FF_2018_000158_TUN, FF_2007_000185_TUN, FL_1998_000048_PAK, FF_2009_000204_TUN, FL_1992_000008_PAK","FF_2009_000204_TUN, FF_2018_000158_TUN, FL_2013_000098_NER, FF_2007_000185_TUN, FL_2020_000196_NGA","FF_2018_000158_TUN, FF_2007_000185_TUN, FL_1998_000048_PAK, FF_2009_000204_TUN, FL_1992_000008_PAK",FF_2018_000158_TUN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FF_2020_000158_SRB,"FF_2014_000059_SRB, FL_2009_000226_PRY, FL_2001_000332_IND, FL_2010_000259_AUS, FL_2010_000046_MOZ","FL_2019_000052_SRB, FL_2016_000025_SRB, FL_2021_000061_MYS, FL_2007_000217_SRB, FL_2021_000208_IRQ","FF_2014_000059_SRB, FL_2009_000226_PRY, FL_2001_000332_IND, FL_2010_000259_AUS, FL_2010_000046_MOZ",FF_2014_000059_SRB,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,20%,0.0
FL_2020_000202_GIN,"FL_2009_000178_GIN, FL_2011_000131_GIN, FL_2001_000549_GIN, FL_2015_000105_GIN, FL_2022_000305_GIN","FL_2010_000046_MOZ, FL_2018_000043_TZA, FL_2021_000173_IDN, FL_2019_000084_IND, FL_2021_000135_GIN","FL_2009_000178_GIN, FL_2011_000131_GIN, FL_2001_000549_GIN, FL_2015_000105_GIN, FL_2022_000305_GIN",FL_2009_000178_GIN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000009_ARG,"FL_2009_000248_URY, FL_2015_000110_ARG, FL_2016_000137_ARG, FL_2021_000108_SSD, FL_2020_000176_SDN","FL_2007_000044_ARG, FL_2007_000022_ARG, FL_2003_000196_ARG, FL_2018_000014_ARG, FL_1998_000080_ARG","FL_2009_000248_URY, FL_2015_000110_ARG, FL_2016_000137_ARG, FL_2021_000108_SSD, FL_2020_000176_SDN",FL_2009_000248_URY,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,40%,0.0
FL_2019_000079_BGD,"FL_2002_000402_BGD, FL_2004_000044_BGD, FL_2000_000617_BGD, FL_2015_000009_ALB, FL_2006_000131_BGD","FF_2007_000080_BGD, FF_2009_000107_THA, FL_2000_000617_BGD, FL_2018_000105_BGD, FL_2002_000402_BGD","FL_2002_000402_BGD, FL_2000_000617_BGD, FL_2004_000044_BGD, FL_2015_000009_ALB, FL_2006_000131_BGD",FL_2002_000402_BGD,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2018_000360_RUS,"FF_2013_000100_RUS, FL_2001_000227_RUS, FL_2017_000052_RUS, FL_2014_000014_SYC, FL_2007_000130_CIV","FL_2011_000123_RUS, FL_2017_000052_RUS, FL_2002_000470_VNM, FL_2012_000063_RUS, FL_2006_000155_LKA","FF_2013_000100_RUS, FL_2001_000227_RUS, FL_2017_000052_RUS, FL_2014_000014_SYC, FL_2011_000123_RUS",FF_2013_000100_RUS,0.0,Perfect consensus: strong latent-domain regional alignment.,80%,80%,0.2
FL_2019_000163_UGA,"FL_2021_000153_UGA, FL_2022_000275_UGA, FL_2013_000055_UGA, FL_2019_000067_UGA, FL_2007_000138_UGA","FL_2007_000138_UGA, FL_2015_000092_BRA, FL_2007_000161_UGA, FL_2005_000062_TZA, FL_2015_000161_ETH","FL_2021_000153_UGA, FL_2022_000275_UGA, FL_2013_000055_UGA, FL_2007_000138_UGA, FL_2019_000067_UGA",FL_2021_000153_UGA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000328_HND,"FL_1999_000324_HND, FL_2008_000191_HND, FL_2018_000164_HND, FL_2017_000160_HND, FL_2003_000481_HND","FL_2003_000481_HND, FL_2012_000183_COL, FL_2008_000191_HND, FL_2019_000119_CMR, FL_1999_000324_HND","FL_1999_000324_HND, FL_2008_000191_HND, FL_2018_000164_HND, FL_2017_000160_HND, FL_2003_000481_HND",FL_1999_000324_HND,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000033_PRY,"FL_2009_000226_PRY, FL_2007_000125_PHL, FL_2001_000407_IDN, FL_2016_000084_PHL, FL_2016_000009_IDN","FL_2014_000030_PRY, FL_2002_000296_PRY, FL_1999_000428_VNM, FL_2012_000056_PRY, FL_2008_000035_PRY","FL_2009_000226_PRY, FL_2007_000125_PHL, FL_2001_000407_IDN, FL_2016_000084_PHL, FL_2016_000009_IDN",FL_2009_000226_PRY,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,20%,0.0
FL_2019_000051_LBY,"FL_2011_000109_PAK, FL_2013_000119_MRT, FL_2002_000540_DZA, FL_2002_000026_SEN, FL_2022_000190_TUN","FL_2014_000089_IND, FL_2022_000376_COD, FL_2021_000066_GUY, FL_2020_000195_CMR, FL_2013_000017_PNG","FL_2011_000109_PAK, FL_2013_000119_MRT, FL_2002_000540_DZA, FL_2002_000026_SEN, FL_2022_000190_TUN",FL_2011_000109_PAK,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2020_000019_MDG,"FL_2005_000038_MDG, FL_2012_000140_MMR, ST_2022_000138_MDG, FL_2014_000107_MMR, FL_2000_000617_BGD","FL_2003_000037_MDG, FL_2013_000023_ZMB, ST_2022_000138_MDG, FL_2019_000094_GTM, FL_2021_000078_GTM","FL_2005_000038_MDG, FL_2012_000140_MMR, ST_2022_000138_MDG, FL_2014_000107_MMR, FL_2000_000617_BGD",FL_2005_000038_MDG,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,40%,0.0
FL_2021_000135_GIN,"FL_2017_000083_GIN, FL_2010_000121_DOM, FL_2006_000145_GIN, FL_2010_000149_GTM, FL_2009_000147_NIC","FL_2009_000178_GIN, FL_2019_000153_COD, FF_2012_000107_SLB, FL_2016_000021_PAK, FL_2001_000549_GIN","FL_2017_000083_GIN, FL_2010_000121_DOM, FL_2006_000145_GIN, FL_2010_000149_GTM, FL_2009_000147_NIC",FL_2017_000083_GIN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,40%,0.0
FL_2022_000254_PAK,"FF_2009_000159_PAK, FF_2012_000148_PAK, FL_2019_000087_PAK, FL_2001_000376_PAK, FL_2009_000139_PAK","FL_2003_000359_PAK, FL_2001_000376_PAK, FL_2005_000108_PAK, FL_2021_000019_PER, FL_2015_000017_PAK","FF_2009_000159_PAK, FF_2012_000148_PAK, FL_2019_000087_PAK, FL_2001_000376_PAK, FL_2009_000139_PAK",FF_2009_000159_PAK,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FF_2022_000209_AFG,"FL_1997_000097_AFG, FL_2009_000080_AFG, FL_2021_000050_AFG, FL_2007_000054_AFG, FF_2006_000163_AFG","FL_2018_000065_TJK, FL_2011_000196_IDN, FL_2004_000059_AFG, FF_2006_000163_AFG, FL_2020_000054_BDI","FL_1997_000097_AFG, FL_2009_000080_AFG, FL_2021_000050_AFG, FL_2007_000054_AFG, FF_2006_000163_AFG",FL_1997_000097_AFG,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2020_000190_NER,"FL_2019_000101_NER, FL_2001_000314_GHA, FL_1999_000315_GHA, FL_2013_000076_PRY, FL_2007_000141_NGA","FL_2014_000115_NER, FL_2009_000174_NER, FL_2011_000122_NER, FL_2006_000133_NER, FL_2007_000147_NER","FL_2019_000101_NER, FL_2001_000314_GHA, FL_1999_000315_GHA, FL_2013_000076_PRY, FL_2007_000141_NGA",FL_2019_000101_NER,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,20%,0.0
FF_2020_000123_YEM,"FF_2006_000039_YEM, FF_2016_000034_YEM, FL_1999_000548_YEM, FL_2005_000100_KGZ, FL_2021_000043_YEM","FL_2021_000043_YEM, FL_2008_000201_YEM, FF_2019_000054_YEM, FF_2016_000034_YEM, FF_2008_000063_PHL","FF_2006_000039_YEM, FF_2016_000034_YEM, FL_1999_000548_YEM, FL_2005_000100_KGZ, FL_2021_000043_YEM",FF_2006_000039_YEM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2019_000030_IRQ,"FL_2009_000203_USA, FL_2001_000571_PRK, FL_2012_000071_NPL, FF_2008_000178_DZA, FL_1998_000255_TUR","FL_2006_000018_IRQ, FL_2015_000153_IRQ, FF_2011_000049_IRQ, FL_2009_000242_IRQ, FL_2018_000414_IRQ","FL_2009_000203_USA, FL_2001_000571_PRK, FL_2012_000071_NPL, FF_2008_000178_DZA, FL_1998_000255_TUR",FL_2009_000203_USA,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2021_000068_SUR,"FL_2006_000057_SUR, FL_2008_000239_NIC, FF_2022_000209_AFG, FF_2021_000189_BIH, FL_2012_000089_CUB","FL_2008_000095_SUR, FL_2004_000055_TJK, FL_2006_000057_SUR, FL_1998_000392_IND, FL_2012_000141_NER","FL_2006_000057_SUR, FL_2008_000239_NIC, FF_2022_000209_AFG, FF_2021_000189_BIH, FL_2012_000089_CUB",FL_2006_000057_SUR,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,20%,0.0
FL_2022_000292_LAO,"FF_2016_000093_LAO, FL_2019_000103_LAO, FF_2018_000118_LAO, FL_2013_000101_LAO, FL_2002_000641_THA","FL_2002_000614_LAO, FL_2008_000054_THA, FL_2000_000583_LAO, FF_2016_000093_LAO, FL_2018_000165_CRI","FF_2016_000093_LAO, FL_2019_000103_LAO, FF_2018_000118_LAO, FL_2013_000101_LAO, FL_2008_000054_THA",FF_2016_000093_LAO,0.0,Perfect consensus: strong latent-domain regional alignment.,80%,80%,0.2
FL_2018_000120_NGA,"FL_2007_000123_NGA, FL_2017_000126_NGA, FL_2009_000183_NGA, FL_2003_000455_NGA, FL_2019_000093_NGA","FL_2012_000138_NGA, FL_2009_000183_NGA, FL_2013_000116_NGA, FL_2015_000155_NGA, FL_2003_000455_NGA","FL_2007_000123_NGA, FL_2017_000126_NGA, FL_2009_000183_NGA, FL_2003_000455_NGA, FL_2019_000093_NGA",FL_2007_000123_NGA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000067_UGA,"FL_2022_000275_UGA, FL_2021_000153_UGA, FL_2013_000055_UGA, FL_2007_000138_UGA, FL_1997_000301_UGA","FL_2015_000079_CRI, FL_2019_000089_SLE, FL_2016_000091_NER, FL_2002_000478_PRK, FL_2010_000003_KEN","FL_2022_000275_UGA, FL_2021_000153_UGA, FL_2013_000055_UGA, FL_2007_000138_UGA, FL_1997_000301_UGA",FL_2022_000275_UGA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2018_000134_IND,"FF_2007_000083_IND, FL_2005_000104_IND, FL_2022_000213_IND, FL_1997_000337_IND, FF_2014_000059_SRB","FL_2010_000125_IND, FL_2011_000084_IND, FL_2021_000161_IND, FL_2008_000089_IND, FL_2002_000374_IND","FF_2007_000083_IND, FL_2005_000104_IND, FL_2022_000213_IND, FL_1997_000337_IND, FF_2014_000059_SRB",FF_2007_000083_IND,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2022_000362_LCA,"FF_2022_000209_AFG, FL_2008_000032_KAZ, FF_2006_000163_AFG, FL_2016_000130_VCT, FF_2007_000080_BGD","FF_2010_000204_LCA, FF_2008_000141_ETH, FF_2014_000009_TZA, FF_2011_000143_SSD, FF_2013_000088_AFG","FF_2022_000209_AFG, FL_2008_000032_KAZ, FF_2006_000163_AFG, FL_2016_000130_VCT, FF_2007_000080_BGD",FF_2022_000209_AFG,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FF_2018_000030_KEN,"FF_2006_000046_KEN, FL_2007_000221_KEN, FL_2013_000004_KEN, FL_2010_000003_KEN, FL_2004_000020_KEN","FF_2006_000046_KEN, FL_2019_000138_KEN, FL_2007_000076_KEN, FL_2007_000139_KEN, FL_2011_000115_KEN","FF_2006_000046_KEN, FL_2007_000221_KEN, FL_2013_000004_KEN, FL_2010_000003_KEN, FL_2007_000076_KEN",FF_2006_000046_KEN,0.0,Perfect consensus: strong latent-domain regional alignment.,80%,100%,0.2
FL_2020_000172_MMR,"FL_2017_000091_MMR, FL_2012_000140_MMR, FL_1997_000177_MMR, FL_2019_000081_MMR, FL_2013_000087_MMR","FL_2005_000160_MMR, FL_1997_000177_MMR, FL_2019_000081_MMR, FL_2010_000115_MMR, FL_2014_000107_MMR","FL_2017_000091_MMR, FL_1997_000177_MMR, FL_2019_000081_MMR, FL_2012_000140_MMR, FL_2013_000087_MMR",FL_2017_000091_MMR,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2020_000210_VNM,"FF_2017_000101_VNM, FL_2009_000124_VNM, FL_1999_000244_VNM, FL_1990_000004_VNM, FL_1994_000007_VNM","FF_2004_000060_VNM, FL_1998_000316_VNM, FL_2019_000047_GEO, FL_2015_000169_KEN, FL_2015_000071_GEO","FF_2017_000101_VNM, FL_1999_000244_VNM, FL_1990_000004_VNM, FL_2009_000124_VNM, FL_1994_000007_VNM",FF_2017_000101_VNM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2018_000144_PRK,"FL_2002_000478_PRK, FL_2007_000126_PRK, FL_2019_000083_NPL, FL_2016_000068_NPL, FL_2021_000023_DZA","FL_2006_000158_PRK, FL_2015_000113_PRK, FL_1998_000272_PRK, FL_2012_000123_PRK, FL_2018_000092_MNG","FL_2002_000478_PRK, FL_2007_000126_PRK, FL_2019_000083_NPL, FL_2021_000023_DZA, FL_2016_000068_NPL",FL_2002_000478_PRK,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,40%,0.0
FL_2018_000194_TTO,"FL_2022_000374_TTO, FL_2000_000255_ARG, FL_2015_000024_ARG, FL_2006_000030_SRB, FL_2007_000022_ARG","FL_2009_000032_SLB, FL_2013_000038_KEN, FL_2022_000374_TTO, FL_2013_000098_NER, FF_2020_000204_TUN","FL_2022_000374_TTO, FL_2000_000255_ARG, FL_2015_000024_ARG, FL_2006_000030_SRB, FL_2007_000022_ARG",FL_2022_000374_TTO,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,20%,0.0
FL_2021_000123_CAF,"FL_2017_000134_CAF, ST_2011_000073_CAF, FL_2019_000098_CAF, FF_2022_000309_SLE, FL_2018_000128_SDN","FL_2011_000164_CAF, FL_2000_000038_PHL, FL_2005_000196_LKA, ST_2011_000073_CAF, FL_2015_000053_CAF","FL_2017_000134_CAF, ST_2011_000073_CAF, FL_2019_000098_CAF, FF_2022_000309_SLE, FL_2018_000128_SDN",FL_2017_000134_CAF,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2021_000057_LKA,"FF_2009_000246_LKA, FF_2009_000160_LKA, FL_2014_000070_LKA, FL_2006_000155_LKA, FL_2008_000079_LKA","FL_2010_000092_LKA, LS_2015_000135_LKA, FL_2014_000070_LKA, FL_2018_000060_LKA, FL_1999_000031_LKA","FF_2009_000246_LKA, FF_2009_000160_LKA, FL_2014_000070_LKA, FL_2006_000155_LKA, FL_2019_000171_LKA",FF_2009_000246_LKA,0.0,Perfect consensus: strong latent-domain regional alignment.,80%,100%,0.2
FL_2020_000126_ETH,"FL_2015_000161_ETH, FF_2012_000081_ETH, FL_1997_000270_ETH, FF_2018_000042_ETH, FL_2013_000050_ETH","FL_1997_000270_ETH, FL_2007_000145_ETH, FL_2005_000064_ETH, FL_2002_000225_ETH, FL_2019_000089_SLE","FL_2015_000161_ETH, FF_2012_000081_ETH, FL_1997_000270_ETH, FF_2018_000042_ETH, FL_2013_000050_ETH",FL_2015_000161_ETH,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FF_2021_000198_COG,"FL_1998_000179_RUS, FL_2006_000172_COG, FL_2010_000242_AGO, FL_2019_000052_SRB, FF_2012_000196_COG","FL_2007_000206_COG, FL_2006_000172_COG, FL_2013_000023_ZMB, FL_2019_000160_COG, FF_2012_000196_COG","FL_1998_000179_RUS, FL_2006_000172_COG, FL_2010_000242_AGO, FL_2019_000052_SRB, FF_2012_000196_COG",FL_1998_000179_RUS,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,40%,0.0
FL_2021_000023_DZA,"FL_2002_000540_DZA, FF_2008_000178_DZA, FF_2006_000163_AFG, FF_2007_000082_PAK, FL_2015_000146_DZA","FL_2020_000176_SDN, FL_2019_000181_IDN, FL_2006_000023_DZA, FL_2007_000051_TUN, FL_2015_000146_DZA","FL_2002_000540_DZA, FF_2008_000178_DZA, FF_2006_000163_AFG, FL_2015_000146_DZA, FF_2007_000082_PAK",FL_2002_000540_DZA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2018_000014_ARG,"FL_2006_000030_SRB, FL_2007_000022_ARG, FL_2016_000137_ARG, FL_2007_000220_SRB, FL_1999_000240_SRB","FL_2006_000050_ARG, FL_2007_000044_ARG, FL_2019_000009_ARG, FL_2022_000158_HTI, FL_2003_000080_ARG","FL_2006_000030_SRB, FL_2007_000022_ARG, FL_2016_000137_ARG, FL_2007_000220_SRB, FL_1999_000240_SRB",FL_2006_000030_SRB,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,40%,0.0
FL_2021_000096_PAN,"FL_2012_000198_PAN, FL_2009_000240_PAN, FL_2007_000086_PAN, FL_2009_000101_PAN, FL_2004_000115_PAN","FL_2010_000119_PAN, FL_2009_000240_PAN, FL_2013_000123_CMR, FL_2003_000578_COL, FL_2012_000210_MWI","FL_2012_000198_PAN, FL_2009_000240_PAN, FL_2007_000086_PAN, FL_2009_000101_PAN, FL_2004_000115_PAN",FL_2012_000198_PAN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000110_YEM,"FL_2013_000103_YEM, FF_2019_000054_YEM, FF_2016_000034_YEM, FL_2021_000043_YEM, FL_2005_000070_YEM","FL_2008_000201_YEM, FL_2021_000043_YEM, FL_2022_000265_YEM, FL_2005_000070_YEM, FF_2019_000054_YEM","FL_2013_000103_YEM, FF_2019_000054_YEM, FL_2021_000043_YEM, FF_2016_000034_YEM, FL_2005_000070_YEM",FL_2013_000103_YEM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FF_2020_000153_BIH,"FL_2009_000044_BIH, FF_2010_000094_HUN, FL_2002_000479_CZE, FL_2016_000071_LBR, FL_1997_000166_ROM","FL_2005_000110_BIH, FF_2021_000189_BIH, FL_2009_000136_BIH, FF_2017_000122_CMR, FL_2022_000378_BIH","FL_2009_000044_BIH, FF_2010_000094_HUN, FL_2002_000479_CZE, FL_2016_000071_LBR, FL_1997_000166_ROM",FL_2009_000044_BIH,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,20%,0.0
FF_2018_000042_ETH,"FL_2020_000126_ETH, FL_1997_000270_ETH, FF_2012_000081_ETH, FL_2005_000064_ETH, FL_2015_000161_ETH","FL_2002_000225_ETH, FL_2014_000152_ETH, FL_2005_000064_ETH, FF_2012_000081_ETH, FF_2008_000227_ETH","FL_2020_000126_ETH, FL_1997_000270_ETH, FF_2012_000081_ETH, FL_2005_000064_ETH, FL_2015_000161_ETH",FL_2020_000126_ETH,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000378_BIH,"FL_2005_000063_SRB, FL_2005_000048_AFG, FL_2001_000620_DZA, FL_2010_000127_AFG, FL_2011_000022_AFG","FL_2009_000136_BIH, FL_2005_000208_BIH, FF_2010_000094_HUN, FL_2009_000044_BIH, FF_2020_000153_BIH","FL_2005_000063_SRB, FL_2005_000048_AFG, FL_2001_000620_DZA, FL_2010_000127_AFG, FL_2011_000022_AFG",FL_2005_000063_SRB,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2019_000170_RWA,"FL_2007_000159_RWA, FL_2021_000049_RWA, FL_2015_000042_RWA, FL_2018_000029_RWA, FL_2008_000182_RWA","FL_2018_000029_RWA, FL_2019_000034_BOL, FL_2007_000159_RWA, FL_2011_000051_RWA, FL_2008_000182_RWA","FL_2007_000159_RWA, FL_2018_000029_RWA, FL_2021_000049_RWA, FL_2015_000042_RWA, FL_2008_000182_RWA",FL_2007_000159_RWA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000120_PHL,"FF_2008_000233_PHL, FL_2011_000067_PHL, FL_2010_000107_PHL, FL_2007_000003_PHL, FL_2000_000038_PHL","FL_2011_000204_PHL, FL_2014_000006_PHL, FL_2007_000003_PHL, FL_2010_000107_PHL, FL_2015_000081_PHL","FF_2008_000233_PHL, FL_2011_000067_PHL, FL_2010_000107_PHL, FL_2007_000003_PHL, FL_2000_000038_PHL",FF_2008_000233_PHL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
ST_2022_000138_MDG,"FL_2005_000038_MDG, FL_2003_000037_MDG, ST_2015_000041_PRY, FL_2000_000617_BGD, FL_2002_000402_BGD","FL_2003_000037_MDG, FL_2005_000038_MDG, FL_2020_000019_MDG, FL_2007_000076_KEN, FL_2006_000145_GIN","FL_2005_000038_MDG, FL_2003_000037_MDG, ST_2015_000041_PRY, FL_2000_000617_BGD, FL_2002_000402_BGD",FL_2005_000038_MDG,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,40%,0.0
FL_2020_000196_NGA,"FL_2007_000123_NGA, FL_2017_000126_NGA, FL_2013_000116_NGA, FL_2018_000120_NGA, FL_2005_000150_NGA","FL_2022_000271_NGA, FL_2018_000120_NGA, FL_2003_000455_NGA, FL_2005_000150_NGA, FF_2020_000204_TUN","FL_2007_000123_NGA, FL_2017_000126_NGA, FL_2013_000116_NGA, FL_2018_000120_NGA, FL_2005_000150_NGA",FL_2007_000123_NGA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000098_CAF,"FL_2022_000321_CAF, ST_2011_000073_CAF, FL_2007_000174_CAF, FL_2008_000086_MEX, FL_2018_000128_SDN","FL_2022_000271_NGA, FL_2007_000174_CAF, FL_2015_000053_CAF, FL_2004_000116_CAF, FL_2017_000149_TGO","FL_2022_000321_CAF, ST_2011_000073_CAF, FL_2007_000174_CAF, FL_2008_000086_MEX, FL_2018_000128_SDN",FL_2022_000321_CAF,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2021_000055_TJK,"FF_2011_000066_TJK, FL_2019_000058_TJK, FL_2004_000055_TJK, FF_2007_000049_TJK, FL_2018_000065_TJK","FL_2017_000079_TJK, FL_2010_000067_BRA, FL_2011_000096_PRK, FL_2010_000012_EGY, FL_1998_000111_TJK","FF_2011_000066_TJK, FL_2019_000058_TJK, FL_2004_000055_TJK, FF_2007_000049_TJK, FL_2018_000065_TJK",FF_2011_000066_TJK,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000271_NGA,"FL_2007_000123_NGA, FL_2019_000093_NGA, FL_2020_000196_NGA, FL_2012_000138_NGA, FL_2013_000116_NGA","FL_2019_000098_CAF, FL_2009_000183_NGA, FL_2007_000123_NGA, FL_2005_000150_NGA, FL_2003_000455_NGA","FL_2007_000123_NGA, FL_2019_000093_NGA, FL_2020_000196_NGA, FL_2012_000138_NGA, FL_2013_000116_NGA",FL_2007_000123_NGA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000039_BDI,"FL_2020_000054_BDI, FL_2018_000054_BDI, FL_2009_000075_BDI, LS_2010_000040_UGA, FL_2019_000167_BDI","FL_2014_000019_BDI, LS_2010_000040_UGA, FL_2009_000075_BDI, FL_2018_000054_BDI, FL_2018_000124_MMR","FL_2020_000054_BDI, FL_2018_000054_BDI, FL_2009_000075_BDI, LS_2010_000040_UGA, FL_2019_000167_BDI",FL_2020_000054_BDI,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2019_000034_BOL,"FL_2003_000012_BOL, FL_2009_000045_BOL, FL_2011_000020_BOL, FL_1997_000022_BOL, FL_2010_000008_BOL","FL_2007_000012_BOL, FL_2018_000015_BOL, FL_2019_000170_RWA, FL_2013_000023_ZMB, FL_2000_000130_BOL","FL_2003_000012_BOL, FL_2009_000045_BOL, FL_2011_000020_BOL, FL_1997_000022_BOL, FL_2010_000008_BOL",FL_2003_000012_BOL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000379_MYS,"FL_2002_000402_BGD, FL_2018_000419_PRY, FF_2006_000049_IDN, FL_2008_000094_ZAF, FL_2019_000133_SOM","FL_2021_000001_MYS, FL_2010_000161_MYS, FL_2022_000365_PAN, FL_2019_000162_MYS, FL_2009_000247_MYS","FL_2002_000402_BGD, FL_2018_000419_PRY, FF_2006_000049_IDN, FL_2008_000094_ZAF, FL_2019_000133_SOM",FL_2002_000402_BGD,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2020_000052_COD,"FL_2002_000376_RUS, FL_2006_000047_COD, FL_2012_000037_PSE, FL_2006_000062_THA, FL_2020_000161_BGD","FL_2010_000062_COD, FL_2006_000047_COD, FL_2010_000151_COD, FL_1997_000295_COD, FL_1999_000531_COD","FL_2002_000376_RUS, FL_2006_000047_COD, FL_2012_000037_PSE, FL_2006_000062_THA, FL_2020_000161_BGD",FL_2002_000376_RUS,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FL_2021_000134_NPL,"FL_2000_000476_NPL, FL_2003_000341_NPL, FL_2008_000104_NPL, FL_2019_000083_NPL, FL_2006_000127_NPL","FL_2009_000145_NPL, FL_2004_000051_NPL, FL_2006_000127_NPL, FL_2016_000068_NPL, FL_2009_000219_NPL","FL_2000_000476_NPL, FL_2003_000341_NPL, FL_2008_000104_NPL, FL_2019_000083_NPL, FL_2006_000127_NPL",FL_2000_000476_NPL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
